#没有用的资料罢了，B站的中立性被钻了空子#





活动排名         视频号           活动投票数     观看数                视频标题
   4    av285162308/BV1mc411h7Jx     19110       25725     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     17686       21353     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     17364       13776     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     17111       14814     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     16867       20100     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     15979       14119     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     15451       11566     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   11    av795139145/BV1jC4y1s73n     14932       8211     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     14638       8298     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     14387       7398     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     13292       7197     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     11903       6457     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     11300       7011     【肖战】啊..哥..太快了..
   38    av837723547/BV1Bg4y187b1     4373       2769     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   42    av752633930/BV1ak4y197ut     4090       2249     【肖战｜民国故梦】豪门贵公子的旧梦时光
   44    av455218792/BV1t5411t7xB     3896       1850     西窗烟雨 ‖ 肖战古风治愈向混剪
   45    av710126493/BV1mQ4y1M76Z     3802       2830     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   47    av882691900/BV1bK4y1r79U     3707       1502     【肖战】唯一的你 | 肖学长 | 校园风混剪
   48    av412720063/BV1yV411o7PM     3601       1490     【肖战｜个人向】小冤家
   52    av200173885/BV1zz411b7Zh     3366       1599     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   54    av242680034/BV1ue41147xy     3224       2045     【肖战|E.T.】超A混剪
   56    av582673600/BV1a64y1u7Jf     3158       1339     【肖战】一个永远都在鞠躬的男孩
   57    av967734351/BV1Up4y1C7TE     3081       1227     【肖战｜个人向】A向杂志踩点混剪
   60    av840144173/BV1e54y1d7Ch     2853       3188     【肖战|Grind me down】超A超欲苏向踩点
   63    av882722906/BV1zK4y1r7rx     2756       1009     【肖战/古装混剪】陌上人如玉，公子世无双
   65    av285179652/BV1kc411h7gW     2515       2326     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   66    av285205286/BV1Qc411h7qV     2428       1445     【肖战】跳舞心动挑战，你能坚持几秒？
   72    av582697296/BV1664y1u7Ak     2118       1097     肖战×魏无羡——吹梦到西洲
   80    av200212016/BV1Dz411b7ro     1510       609     【肖战心动瞬间】✦演技明场面 | 燃向合集
   81    av327732912/BV1FA411b7xD     1471       423     肖战，王一博，博君一肖
   83    av200188935/BV1Rz411b7Uw     1364       621     肖战—只为你的笑容不被辜负
   85    av412743571/BV1rV411o7dP     1303       488     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   87    av752683081/BV1ok4y19789     1266       489     肖战 | 魏无羡 | 心生七面 善恶难辨
   88    av370149850/BV1cZ4y1x7SR     1265       517     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   89    av752705204/BV1Xk4y197ri     1222       582     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   90    av412644944/BV13V411o7BR     1190       329     【肖战】GIF合集|一起舔颜叭~
   91    av840225816/BV1M54y197WV     1137       469     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   98    av582640054/BV1p64y1u7F8     1048       343     【肖战】魏无羡混剪

2020-04-09 11:05:53：
   1    av200133555/BV14z411b79Z     21445       59133     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     20462       38806     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     19285       21697     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     19144       25797     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     17718       21411     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     17394       13835     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     17146       14852     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     16897       20142     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     16008       14161     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     15480       11619     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   11    av795139145/BV1jC4y1s73n     14958       8253     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     14664       8326     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     14418       7420     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     13320       7221     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     11926       6479     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     11321       7037     【肖战】啊..哥..太快了..
   38    av837723547/BV1Bg4y187b1     4393       2791     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   42    av752633930/BV1ak4y197ut     4112       2260     【肖战｜民国故梦】豪门贵公子的旧梦时光
   44    av455218792/BV1t5411t7xB     3916       1863     西窗烟雨 ‖ 肖战古风治愈向混剪
   45    av710126493/BV1mQ4y1M76Z     3815       2838     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   47    av882691900/BV1bK4y1r79U     3724       1511     【肖战】唯一的你 | 肖学长 | 校园风混剪
   48    av412720063/BV1yV411o7PM     3620       1494     【肖战｜个人向】小冤家
   52    av200173885/BV1zz411b7Zh     3380       1606     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   54    av242680034/BV1ue41147xy     3241       2059     【肖战|E.T.】超A混剪
   56    av582673600/BV1a64y1u7Jf     3175       1350     【肖战】一个永远都在鞠躬的男孩
   57    av967734351/BV1Up4y1C7TE     3100       1249     【肖战｜个人向】A向杂志踩点混剪
   60    av840144173/BV1e54y1d7Ch     2871       3203     【肖战|Grind me down】超A超欲苏向踩点
   62    av882722906/BV1zK4y1r7rx     2779       1024     【肖战/古装混剪】陌上人如玉，公子世无双
   65    av285179652/BV1kc411h7gW     2521       2337     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   66    av285205286/BV1Qc411h7qV     2445       1463     【肖战】跳舞心动挑战，你能坚持几秒？
   72    av582697296/BV1664y1u7Ak     2134       1104     肖战×魏无羡——吹梦到西洲
   80    av200212016/BV1Dz411b7ro     1521       616     【肖战心动瞬间】✦演技明场面 | 燃向合集
   81    av327732912/BV1FA411b7xD     1481       424     肖战，王一博，博君一肖
   83    av200188935/BV1Rz411b7Uw     1376       626     肖战—只为你的笑容不被辜负
   85    av412743571/BV1rV411o7dP     1316       490     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   87    av370149850/BV1cZ4y1x7SR     1281       522     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   88    av752683081/BV1ok4y19789     1278       495     肖战 | 魏无羡 | 心生七面 善恶难辨
   89    av752705204/BV1Xk4y197ri     1233       586     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   90    av412644944/BV13V411o7BR     1203       332     【肖战】GIF合集|一起舔颜叭~
   91    av840225816/BV1M54y197WV     1147       473     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   98    av582640054/BV1p64y1u7F8     1060       347     【肖战】魏无羡混剪

2020-04-09 11:10:54：
   1    av200133555/BV14z411b79Z     21501       59376     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     20512       38909     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     19336       21752     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     19194       25850     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     17758       21455     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     17436       13884     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     17187       14897     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     16942       20200     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     16051       14208     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     15521       11658     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   11    av795139145/BV1jC4y1s73n     15000       8285     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     14701       8350     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     14450       7439     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     13353       7240     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     11960       6504     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     11352       7065     【肖战】啊..哥..太快了..
   38    av837723547/BV1Bg4y187b1     4418       2804     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   42    av752633930/BV1ak4y197ut     4136       2275     【肖战｜民国故梦】豪门贵公子的旧梦时光
   43    av455218792/BV1t5411t7xB     3940       1867     西窗烟雨 ‖ 肖战古风治愈向混剪
   45    av710126493/BV1mQ4y1M76Z     3838       2845     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   47    av882691900/BV1bK4y1r79U     3747       1514     【肖战】唯一的你 | 肖学长 | 校园风混剪
   48    av412720063/BV1yV411o7PM     3642       1499     【肖战｜个人向】小冤家
   52    av200173885/BV1zz411b7Zh     3401       1612     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   54    av242680034/BV1ue41147xy     3256       2064     【肖战|E.T.】超A混剪
   56    av582673600/BV1a64y1u7Jf     3192       1353     【肖战】一个永远都在鞠躬的男孩
   57    av967734351/BV1Up4y1C7TE     3114       1269     【肖战｜个人向】A向杂志踩点混剪
   60    av840144173/BV1e54y1d7Ch     2889       3237     【肖战|Grind me down】超A超欲苏向踩点
   63    av882722906/BV1zK4y1r7rx     2795       1030     【肖战/古装混剪】陌上人如玉，公子世无双
   65    av285179652/BV1kc411h7gW     2523       2346     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   66    av285205286/BV1Qc411h7qV     2456       1473     【肖战】跳舞心动挑战，你能坚持几秒？
   72    av582697296/BV1664y1u7Ak     2142       1110     肖战×魏无羡——吹梦到西洲
   80    av200212016/BV1Dz411b7ro     1534       625     【肖战心动瞬间】✦演技明场面 | 燃向合集
   81    av327732912/BV1FA411b7xD     1486       424     肖战，王一博，博君一肖
   83    av200188935/BV1Rz411b7Uw     1384       636     肖战—只为你的笑容不被辜负
   85    av412743571/BV1rV411o7dP     1324       493     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   87    av370149850/BV1cZ4y1x7SR     1289       525     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   88    av752683081/BV1ok4y19789     1286       497     肖战 | 魏无羡 | 心生七面 善恶难辨
   89    av752705204/BV1Xk4y197ri     1242       588     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   90    av412644944/BV13V411o7BR     1210       332     【肖战】GIF合集|一起舔颜叭~
   91    av840225816/BV1M54y197WV     1156       476     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   98    av582640054/BV1p64y1u7F8     1066       350     【肖战】魏无羡混剪

2020-04-09 11:15:54：
   1    av200133555/BV14z411b79Z     21550       59603     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     20557       39002     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     19378       21825     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     19241       25920     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     17799       21512     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     17478       13935     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     17221       14929     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     16980       20260     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     16088       14255     【肖战】今日份心动男孩，治愈系笑容
